1|Trọng lượng mỗi kiện hàng chuyển phát nhanh không được vượt quá 32 kg và kích thước mỗi kiện hàng không vượt quá 80cm x 60cm x 50 cm
2|Ngoài các tài liệu như hàng thông thường, khách hàng phải lập tờ khai hàng nhạy cảm trong đó bao gồm các chi tiết về loại hàng, số lượng, trọng lượng, tình trạng đóng gói trước khi chấp nhận vận chuyển. Nếu hàng nhạy cảm đồng thời là hàng nguy hiểm, các quy định về tài liệu đối với hàng nguy hiểm phải được tuân thủ.
3|Vui lòng liên hệ với  các công ty phục vụ hàng hóa của vietnam airlines , họ sẽ giúp bạn trong việc gửi hành lý vận chuyển theo đường hàng hóa.
4|Hàng chuyển phát nhanh phải là hàng thông thường. Hàng đặc biệt như động vật sống, hàng mau hỏng, hàng nguy hiểm… không được chấp nhận vận chuyển như hàng chuyển phát nhanh.
5|Chúng tôi không chấp nhận vận chuyển hàng nguy hiểm đến tất cả các địa điểm. Vui lòng liên hệ với các chi nhánh của vietnam tại trang liên hệ  để biết thông tin được cập nhật. 
6|Điều này sẽ phụ thuộc vào giới hạn  của tàu bay. Trên tàu bay, không có một nhiệt độ cố định cho hàng hóa. Vui lòng liên hệ với  chi nhánh của vietnam airlines  tại địa phương bạn để biết thêm chi tiết.
7|Vui lòng xem tại trang giới hạn chấp nhận hàng nguy hiểm  để biết thông tin chi tiết.
8|Vui lòng xem tại trang giới hạn chấp nhận hàng nguy hiểm  để biết thông tin chi tiết.
9|Những hành lý sau không được gửi theo đường hàng hóa: máy móc hoặc thiết bị máy móc, tiền bạc, chứng khoáng, đồ nữ trang, đồng hồ, đồ bọc mạ kim loại, đồ lông thú, phim ảnh, máy ảnh, vé các loại, tài liệu, rượu, nước hoa, các vật phẩm thuộc dụng cụ gia đình,  hàng mẫu trưng bày hoặc bán.
10|Hàng nguy hiểm được chấp nhận vận chuyển trên các chuyến bay của vietnam airlines trừ những hàng hóa bị cấm vận chuyển theo quy định iata dgr hiện hành và quy định của vietnam airlines. Vui lòng kiểm tra thông tin tại trang giới hạn chấp nhận hàng nguy hiểm  
11|Hầu hết các nhà ga hàng hóa phục vụ hàng hóa của vietnam airlines đều có kho mát. Vui lòng kiểm tra thông tin tại trang các ga phục vụ hàng hóa .
12|Vietnam airlines không chấp nhận hàng nhạy cảm trong các lô hàng gom trừ khi toàn bộ lô hàng gom là hàng nhạy cảm. Tuy nhiên, chúng tôi chấp nhận hàng gom bao gồm pin lithium ion/ kim loại theo mục ii các hướng dẫn đóng gói  966, 967, 969, 970.
13|Hàng nhạy cảm chỉ được chấp nhận vận chuyển trên các chuyến bay sử dụng uld.
14|Hàng nặng và hàng quá khổ là loại hàng mà kích cỡ, hình dạng hoặc trọng lượng của chúng yêu cầu quy trình phục vụ đặc biệt, như máy móc rời, ống, động cơ tàu bay,...\nCác kiện hàng có kích thước không xếp được trên một mâm là hàng quá khổ (ký hiệu là ohg).\nCác kiện hàng có trọng lượng từ 150 kg trở lên trong trường hợp chất trong uld là hàng nặng (ký hiệu là hea).\nNhững kiện hàng có trọng lượng vượt quá 1000 kg là hàng quá nặng (ký hiệu là big).
15|Không. Hành lý vận chuyển theo đường hàng hoá chỉ được vận chuyển theo đúng hành trình ghi trên vé của hành khách, người gửi hàng phải đảm bảo rằng lô hàng được giao không muộn hơn ngày hành khách khởi hành.
16|Nếu vận chuyển một khối lượng lớn hàng mau hỏng đóng gói cùng đá khô, phải tuân thủ sao cho tổng đá khô trên các khoang không vượt quá giới hạn cho từng loại tàu bay. Để biết thông tin về giới hạn lượng đá khô cho lô hàng của bạn, vui lòng liên hệ với chi nhánh vietnam airlines tại địa phương bạn, chi tiết tại trang liên hệ
17|Có. Tuy nhiên, trước khi chấp nhận vận chuyển, phải có những thu xếp cần thiết để đảm bảo các điều kiện theo quy định của vietnam airlines. 
18|Vietnam airlines không duy trì nhiệt độ âm trên tàu bay. Hàng hóa đông lạnh được vận chuyển trong bao gói thích hợp, bằng cách sử dụng đá khô, khí hóa lỏng làm lạnh, hoặc đá ướt. 
19|Hiện tại, vietnam airlines bay trực tiếp đến châu âu, châu úc, châu á và các sân bay nội địa của việt nam. Để biết thêm thông tin chi tiết, xin mời truy cập trang mạng và lịch bay.
20|Một số giống chó hung dữ bị cấm vận chuyển do những động vật này rất khó điều khiển trong những trường hợp khẩn cấp. Đó là các giống chó bulldogs, terriers, boxers, pugs.  Vui lòng kiểm tra thông tin tại điều kiện chấp nhận hàng động vật sống để biết những động vật nào được chấp nhận vận chuyển trên chuyến bay của vietnam airlines.
21|Mạng vận chuyển mặt đất của chúng tôi bao gồm các điểm đến xuất phát từ các cửa ngõ chính tại châu âu như paris (cdg), frankfurt (fra), london (lhr/lgw) và các thành phố lớn tại úc, nhật bản như sydney (syl), melbourne (mel), osaka (kix), tokyo (nrt), nagoya (ngo), fukuoka (fuk)
22|Vietnam airlines cung cấp dịch vụ vận chuyển bằng xe tải rộng khắp châu âu, úc và nhật bản. Chúng tôi còn cung cấp dịch vụ vận chuyển bằng xe tải từ campuchia về việt nam và ngược lại. Xin vui lòng liên hệ với các chi nhánh và đại lý của chúng tôi tại địa phương bạn tại trang liên hệ để biết thêm thông tin chi tiết.
23|Nếu vận chuyển ống với số lượng lớn, người gửi phải đóng ống thành từng kiện bằng cách chằng đai cứng.
24|Dịch vụ vận chuyển hàng chuyển phát nhanh của vietnam airlines chỉ áp dụng tại việt nam giữa các ga hàng hóa tại hà nội và thành phố hồ chí minh.
25|Các hầm hàng của vietnam airlines có nhiệt độ khác nhau, do đó chúng tôi không đảm bảo với người gửi sẽ duy trì một nhiệt độ cụ thể.
26|Có. Tuy nhiên, vietnam airlines không chấp nhận vận chuyển quan tài nếu nguyên nhân chết do dịch bệnh.
27|Bạn có thể sử dụng các chuyến bay hoặc dịch vụ vận chuyển mặt đất của vietnam airlines từ vte/pnh đến sgn và sau đó nối chuyến với các chuyến bay của vietnam airlines. Xin vui lòng liên hệ với các chi nhánh và đại lý của chúng tôi tại địa phương bạn tại trang liên hệ để biết thêm thông tin chi tiết. 
28|Động vật có vú được vận chuyển trên các chuyến bay của vietnam airlines, trừ các loại động vật có vú có trọng lượng từ 50 kgs trở lên, lợn, cá voi,... Không được chấp nhận vận chuyển trên tàu bay chở khách của vietnam airlines vì lý do an toàn. 
29|Việc vận chuyển động vật sống trên tàu bay  nào  phụ thuộc vào loài động vật. Để biết thêm thông tin chi tiết, vui lòng liên hệ với  chi nhánh hoặc đại lý hàng hóa của vietnam airlines  tại địa phương bạn.
